,fname,height,width,colors,info,xmin_coco,ymin_coco,xmax_coco,ymax_coco,xmin_alb,ymin_alb,xmax_alb,ymax_alb,label,kfold
12,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_111.jpg,402,500,3,['1 298 94 423 213'],298,94,423,213,0.596,0.23383084577114427,0.846,0.5298507462686567,1,4
13,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_112.jpg,500,490,3,['1 112 17 433 340'],112,17,433,340,0.22857142857142856,0.034,0.8836734693877552,0.68,1,3
14,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_113.jpg,425,640,3,['1 300 95 403 196'],300,95,403,196,0.46875,0.2235294117647059,0.6296875,0.4611764705882353,1,1
15,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_114.jpg,423,640,3,['1 222 64 351 185'],222,64,351,185,0.346875,0.15130023640661938,0.5484375,0.4373522458628842,1,2
16,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_115.jpg,367,500,3,['1 238 52 391 175'],238,52,391,175,0.476,0.14168937329700274,0.782,0.4768392370572207,1,0
17,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_116.jpg,500,333,3,['1 71 43 249 190'],71,43,249,190,0.2132132132132132,0.086,0.7477477477477478,0.38,1,1
18,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_117.jpg,401,500,3,['1 72 102 217 222'],72,102,217,222,0.144,0.2543640897755611,0.434,0.5536159600997507,1,1
19,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_118.jpg,500,333,3,['1 1 34 257 303'],1,34,257,303,0.003003003003003003,0.068,0.7717717717717718,0.606,1,2
20,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_119.jpg,297,300,3,['1 39 51 156 179'],39,51,156,179,0.13,0.1717171717171717,0.52,0.6026936026936027,1,3
21,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_12.jpg,500,335,3,['1 94 83 211 190'],94,83,211,190,0.28059701492537314,0.166,0.6298507462686567,0.38,1,0
22,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_120.jpg,400,267,3,['1 63 85 166 180'],63,85,166,180,0.23595505617977527,0.2125,0.6217228464419475,0.45,1,1
23,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_121.jpg,233,242,3,['1 68 13 195 138'],68,13,195,138,0.2809917355371901,0.055793991416309016,0.8057851239669421,0.592274678111588,1,0
24,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_122.jpg,278,300,3,['1 195 10 278 100'],195,10,278,100,0.65,0.03597122302158273,0.9266666666666666,0.3597122302158273,1,3
25,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_124.jpg,500,333,3,['1 88 94 207 195'],88,94,207,195,0.26426426426426425,0.188,0.6216216216216216,0.39,1,2
26,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_125.jpg,359,500,3,['1 215 23 393 176'],215,23,393,176,0.43,0.06406685236768803,0.786,0.49025069637883006,1,3
27,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_126.jpg,423,500,3,['1 88 87 204 182'],88,87,204,182,0.176,0.20567375886524822,0.408,0.4302600472813239,1,3
28,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_128.jpg,375,500,3,['1 46 22 166 168'],46,22,166,168,0.092,0.058666666666666666,0.332,0.448,1,3
29,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_129.jpg,500,333,3,['1 114 94 252 224'],114,94,252,224,0.34234234234234234,0.188,0.7567567567567568,0.448,1,2
30,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_13.jpg,280,245,3,['1 145 25 218 96'],145,25,218,96,0.5918367346938775,0.08928571428571429,0.889795918367347,0.34285714285714286,1,1
31,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_130.jpg,500,333,3,['1 93 85 255 230'],93,85,255,230,0.27927927927927926,0.17,0.7657657657657657,0.46,1,1
32,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_131.jpg,320,311,3,['1 17 25 206 180'],17,25,206,180,0.05466237942122187,0.078125,0.662379421221865,0.5625,1,1
33,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_132.jpg,333,500,3,['1 200 106 278 179'],200,106,278,179,0.4,0.3183183183183183,0.556,0.5375375375375375,1,0
34,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_133.jpg,496,700,3,['1 63 50 219 227'],63,50,219,227,0.09,0.10080645161290322,0.31285714285714283,0.4576612903225806,1,2
35,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_134.jpg,440,500,3,['1 74 1 389 309'],74,1,389,309,0.148,0.0022727272727272726,0.778,0.7022727272727273,1,1
36,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_135.jpg,500,333,3,['1 20 58 257 278'],20,58,257,278,0.06006006006006006,0.116,0.7717717717717718,0.556,1,2
37,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_136.jpg,500,333,3,['1 105 38 227 157'],105,38,227,157,0.3153153153153153,0.076,0.6816816816816816,0.314,1,2
38,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_137.jpg,1200,1600,3,['1 593 108 1017 549'],593,108,1017,549,0.370625,0.09,0.635625,0.4575,1,0
39,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_14.jpg,500,335,3,['1 164 71 252 163'],164,71,252,163,0.48955223880597015,0.142,0.7522388059701492,0.326,1,2
40,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_140.jpg,333,500,3,['1 231 87 323 154'],231,87,323,154,0.462,0.26126126126126126,0.646,0.4624624624624625,1,3
41,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_141.jpg,500,461,3,['1 35 106 326 343'],35,106,326,343,0.07592190889370933,0.212,0.7071583514099783,0.686,1,2
42,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_142.jpg,433,500,3,['1 168 65 345 239'],168,65,345,239,0.336,0.15011547344110854,0.69,0.5519630484988453,1,1
43,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_144.jpg,359,500,3,['1 91 15 238 164'],91,15,238,164,0.182,0.04178272980501393,0.476,0.4568245125348189,1,4
44,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_145.jpg,577,800,3,['1 230 112 403 271'],230,112,403,271,0.2875,0.19410745233968804,0.50375,0.4696707105719237,1,0
45,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_146.jpg,500,333,3,['1 39 56 242 266'],39,56,242,266,0.11711711711711711,0.112,0.7267267267267268,0.532,1,0
46,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_148.jpg,375,500,3,['1 303 78 460 219'],303,78,460,219,0.606,0.208,0.92,0.584,1,2
47,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_149.jpg,375,500,3,['1 155 39 347 251'],155,39,347,251,0.31,0.104,0.694,0.6693333333333333,1,2
48,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_15.jpg,422,477,3,['1 16 16 431 357'],16,16,431,357,0.033542976939203356,0.037914691943127965,0.9035639412997903,0.8459715639810427,1,1
49,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_150.jpg,363,500,3,['1 160 17 491 307'],160,17,491,307,0.32,0.046831955922865015,0.982,0.8457300275482094,1,3
50,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_152.jpg,500,424,3,['1 154 38 336 238'],154,38,336,238,0.3632075471698113,0.076,0.7924528301886793,0.476,1,2
51,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_154.jpg,426,500,3,['1 139 42 360 237'],139,42,360,237,0.278,0.09859154929577464,0.72,0.5563380281690141,1,1
52,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_155.jpg,371,581,3,['1 58 44 213 215'],58,44,213,215,0.09982788296041308,0.11859838274932614,0.36660929432013767,0.5795148247978437,1,0
53,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_156.jpg,348,500,3,['1 283 26 410 167'],283,26,410,167,0.566,0.07471264367816093,0.82,0.47988505747126436,1,1
54,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_157.jpg,375,500,3,['1 87 1 295 204'],87,1,295,204,0.174,0.0026666666666666666,0.59,0.544,1,1
55,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_158.jpg,375,500,3,['1 154 1 347 231'],154,1,347,231,0.308,0.0026666666666666666,0.694,0.616,1,1
56,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_159.jpg,201,305,3,['1 26 12 95 68'],26,12,95,68,0.08524590163934426,0.05970149253731343,0.3114754098360656,0.3383084577114428,1,1
57,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_16.jpg,335,500,3,['1 375 53 458 134'],375,53,458,134,0.75,0.1582089552238806,0.916,0.4,1,3
58,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_160.jpg,375,500,3,['1 274 100 380 207'],274,100,380,207,0.548,0.26666666666666666,0.76,0.552,1,4
59,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_161.jpg,480,640,3,['1 224 1 470 200'],224,1,470,200,0.35,0.0020833333333333333,0.734375,0.4166666666666667,1,4
60,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_164.jpg,328,500,3,['1 189 166 260 235'],189,166,260,235,0.378,0.5060975609756098,0.52,0.7164634146341463,1,1
61,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_165.jpg,353,500,3,['1 24 53 177 198'],24,53,177,198,0.048,0.1501416430594901,0.354,0.5609065155807366,1,3
62,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_167.jpg,310,313,3,['1 99 34 238 183'],99,34,238,183,0.31629392971246006,0.10967741935483871,0.7603833865814696,0.5903225806451613,1,3
63,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_169.jpg,300,300,3,['1 42 10 255 205'],42,10,255,205,0.14,0.03333333333333333,0.85,0.6833333333333333,1,0
64,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_17.jpg,411,275,3,['1 38 92 136 192'],38,92,136,192,0.13818181818181818,0.22384428223844283,0.49454545454545457,0.46715328467153283,1,0
65,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_170.jpg,1200,1600,3,['1 899 208 1113 457'],899,208,1113,457,0.561875,0.17333333333333334,0.695625,0.38083333333333336,1,0
66,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_172.jpg,712,768,3,['1 501 24 712 246'],501,24,712,246,0.65234375,0.033707865168539325,0.9270833333333334,0.3455056179775281,1,4
67,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_173.jpg,267,400,3,['1 241 31 310 102'],241,31,310,102,0.6025,0.11610486891385768,0.775,0.38202247191011235,1,1
68,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_174.jpg,246,317,3,['1 65 15 228 164'],65,15,228,164,0.20504731861198738,0.06097560975609756,0.7192429022082019,0.6666666666666666,1,2
69,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_175.jpg,234,600,3,['1 63 16 173 126'],63,16,173,126,0.105,0.06837606837606838,0.28833333333333333,0.5384615384615384,1,2
70,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_176.jpg,467,400,3,['1 65 16 243 175'],65,16,243,175,0.1625,0.034261241970021415,0.6075,0.3747323340471092,1,4
71,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_177.jpg,320,214,3,['1 48 63 105 117'],48,63,105,117,0.22429906542056074,0.196875,0.49065420560747663,0.365625,1,3
72,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_178.jpg,400,400,3,['1 78 12 305 261'],78,12,305,261,0.195,0.03,0.7625,0.6525,1,2
73,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_179.jpg,360,263,3,['1 73 18 184 130'],73,18,184,130,0.27756653992395436,0.05,0.6996197718631179,0.3611111111111111,1,0
74,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_18.jpg,500,335,3,['1 135 87 314 285'],135,87,314,285,0.40298507462686567,0.174,0.9373134328358209,0.57,1,0
75,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_180.jpg,353,400,3,['1 20 12 127 110'],20,12,127,110,0.05,0.0339943342776204,0.3175,0.311614730878187,1,0
76,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_183.jpg,300,400,3,['1 141 59 289 204'],141,59,289,204,0.3525,0.19666666666666666,0.7225,0.68,1,2
77,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_184.jpg,300,378,3,['1 255 161 361 274'],255,161,361,274,0.6746031746031746,0.5366666666666666,0.955026455026455,0.9133333333333333,1,0
78,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_185.jpg,225,300,3,['1 21 1 191 178'],21,1,191,178,0.07,0.0044444444444444444,0.6366666666666667,0.7911111111111111,1,3
79,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_19.jpg,352,400,3,['1 42 14 134 86'],42,14,134,86,0.105,0.03977272727272727,0.335,0.24431818181818182,1,4
80,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_190.jpg,300,297,3,['1 45 41 136 138'],45,41,136,138,0.15151515151515152,0.13666666666666666,0.45791245791245794,0.46,1,0
81,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_191.jpg,224,300,3,['1 151 64 268 184'],151,64,268,184,0.5033333333333333,0.2857142857142857,0.8933333333333333,0.8214285714285714,1,4
82,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_192.jpg,176,300,3,['1 133 5 239 110'],133,5,239,110,0.44333333333333336,0.028409090909090908,0.7966666666666666,0.625,1,4
83,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_193.jpg,225,300,3,['1 124 5 268 152'],124,5,268,152,0.41333333333333333,0.022222222222222223,0.8933333333333333,0.6755555555555556,1,4
84,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_195.jpg,300,177,3,['1 8 6 117 121'],8,6,117,121,0.04519774011299435,0.02,0.6610169491525424,0.4033333333333333,1,2
85,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_196.jpg,225,300,3,['1 55 99 92 138'],55,99,92,138,0.18333333333333332,0.44,0.30666666666666664,0.6133333333333333,1,0
86,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\Abyssinian_197.jpg,300,190,3,['1 1 1 175 182'],1,1,175,182,0.005263157894736842,0.0033333333333333335,0.9210526315789473,0.6066666666666667,1,4
87,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_10.jpg,334,500,3,['2 103 47 330 268'],103,47,330,268,0.206,0.1407185628742515,0.66,0.8023952095808383,0,4
88,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_100.jpg,333,500,3,['2 204 105 290 202'],204,105,290,202,0.408,0.3153153153153153,0.58,0.6066066066066066,0,3
89,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_101.jpg,334,500,3,['2 168 35 319 178'],168,35,319,178,0.336,0.10479041916167664,0.638,0.5329341317365269,0,1
90,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_102.jpg,500,334,3,['2 156 89 248 192'],156,89,248,192,0.46706586826347307,0.178,0.7425149700598802,0.384,0,1
91,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_103.jpg,500,375,3,['2 126 119 237 226'],126,119,237,226,0.336,0.238,0.632,0.452,0,0
92,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_104.jpg,332,500,3,['2 96 29 360 253'],96,29,360,253,0.192,0.08734939759036145,0.72,0.7620481927710844,0,3
93,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_105.jpg,332,500,3,['2 166 73 375 241'],166,73,375,241,0.332,0.21987951807228914,0.75,0.7259036144578314,0,3
94,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_106.jpg,500,325,3,['2 4 10 160 153'],4,10,160,153,0.012307692307692308,0.02,0.49230769230769234,0.306,0,1
95,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_107.jpg,500,376,3,['2 87 68 272 224'],87,68,272,224,0.23138297872340424,0.136,0.723404255319149,0.448,0,0
96,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_108.jpg,500,375,3,['2 92 132 247 265'],92,132,247,265,0.24533333333333332,0.264,0.6586666666666666,0.53,0,1
97,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_109.jpg,500,335,3,['2 147 156 254 256'],147,156,254,256,0.4388059701492537,0.312,0.7582089552238805,0.512,0,4
98,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_11.jpg,375,500,3,['2 154 66 326 253'],154,66,326,253,0.308,0.176,0.652,0.6746666666666666,0,3
99,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_110.jpg,441,500,3,['2 224 91 361 253'],224,91,361,253,0.448,0.20634920634920634,0.722,0.5736961451247166,0,4
100,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_111.jpg,333,500,3,['2 95 16 341 276'],95,16,341,276,0.19,0.04804804804804805,0.682,0.8288288288288288,0,1
101,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_112.jpg,500,333,3,['2 64 64 217 206'],64,64,217,206,0.1921921921921922,0.128,0.6516516516516516,0.412,0,2
102,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_113.jpg,333,500,3,['2 169 15 445 245'],169,15,445,245,0.338,0.04504504504504504,0.89,0.7357357357357357,0,2
103,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_114.jpg,375,500,3,['2 128 52 295 206'],128,52,295,206,0.256,0.13866666666666666,0.59,0.5493333333333333,0,4
104,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_115.jpg,333,500,3,['2 182 49 298 173'],182,49,298,173,0.364,0.14714714714714713,0.596,0.5195195195195195,0,0
105,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_116.jpg,500,375,3,['2 152 37 293 167'],152,37,293,167,0.4053333333333333,0.074,0.7813333333333333,0.334,0,4
106,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_117.jpg,500,375,3,['2 86 68 257 222'],86,68,257,222,0.22933333333333333,0.136,0.6853333333333333,0.444,0,1
107,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_118.jpg,500,375,3,['2 134 207 328 393'],134,207,328,393,0.35733333333333334,0.414,0.8746666666666667,0.786,0,2
108,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_119.jpg,500,334,3,['2 133 80 256 188'],133,80,256,188,0.39820359281437123,0.16,0.7664670658682635,0.376,0,3
109,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_12.jpg,333,500,3,['2 183 60 401 256'],183,60,401,256,0.366,0.18018018018018017,0.802,0.7687687687687688,0,1
110,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_120.jpg,334,500,3,['2 105 63 257 194'],105,63,257,194,0.21,0.18862275449101795,0.514,0.5808383233532934,0,0
111,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_121.jpg,333,500,3,['2 306 101 415 168'],306,101,415,168,0.612,0.3033033033033033,0.83,0.5045045045045045,0,1
112,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_122.jpg,333,500,3,['2 168 19 331 162'],168,19,331,162,0.336,0.057057057057057055,0.662,0.4864864864864865,0,2
113,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_123.jpg,500,332,3,['2 140 132 230 208'],140,132,230,208,0.42168674698795183,0.264,0.6927710843373494,0.416,0,2
114,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_124.jpg,500,375,3,['2 111 77 312 277'],111,77,312,277,0.296,0.154,0.832,0.554,0,4
115,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_125.jpg,465,500,3,['2 82 11 359 234'],82,11,359,234,0.164,0.023655913978494623,0.718,0.5032258064516129,0,4
116,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_126.jpg,500,353,3,['2 123 8 279 153'],123,8,279,153,0.34844192634560905,0.016,0.7903682719546742,0.306,0,2
117,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_127.jpg,334,500,3,['2 154 113 258 214'],154,113,258,214,0.308,0.3383233532934132,0.516,0.6407185628742516,0,1
118,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_128.jpg,281,500,3,['2 153 37 269 153'],153,37,269,153,0.306,0.13167259786476868,0.538,0.5444839857651246,0,0
119,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_129.jpg,500,382,3,['2 164 32 351 186'],164,32,351,186,0.4293193717277487,0.064,0.918848167539267,0.372,0,4
120,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_13.jpg,333,500,3,['2 1 1 367 303'],1,1,367,303,0.002,0.003003003003003003,0.734,0.9099099099099099,0,3
121,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_130.jpg,500,420,3,['2 31 12 372 295'],31,12,372,295,0.07380952380952381,0.024,0.8857142857142857,0.59,0,4
122,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_131.jpg,376,500,3,['2 84 104 322 320'],84,104,322,320,0.168,0.2765957446808511,0.644,0.851063829787234,0,1
123,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_132.jpg,500,375,3,['2 20 78 375 379'],20,78,375,379,0.05333333333333334,0.156,1.0,0.758,0,1
124,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_133.jpg,334,500,3,['2 213 27 394 209'],213,27,394,209,0.426,0.08083832335329341,0.788,0.625748502994012,0,2
125,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_134.jpg,334,500,3,['2 167 30 322 167'],167,30,322,167,0.334,0.08982035928143713,0.644,0.5,0,4
126,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_135.jpg,334,500,3,['2 284 58 363 128'],284,58,363,128,0.568,0.17365269461077845,0.726,0.38323353293413176,0,3
127,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_136.jpg,500,333,3,['2 57 142 230 340'],57,142,230,340,0.17117117117117117,0.284,0.6906906906906907,0.68,0,0
128,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\american_bulldog_137.jpg,333,500,3,['2 225 80 315 170'],225,80,315,170,0.45,0.24024024024024024,0.63,0.5105105105105106,0,1
